gene,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio
GLRA1,no,0.456,0.032,5221,370,-3.848
GLRA2,no,0.015,,175,0,
GLRA3,no,0.037,0.011,422,126,-1.773
GLRB,no,3.152,2.981,36099,34831,-0.08
GLS,no,9.242,9.927,105849,115997,0.103
GLS2,no,4.337,7.077,49671,82698,0.707
GLT8D2,no,0.526,0.468,6021,5474,-0.166
GLUD1,no,9.876,6.878,113110,80362,-0.522
GLYR1,no,2.652,2.774,30375,32413,0.065
GMDS,no,3.748,4.525,42926,52875,0.272
GMEB1,no,3.016,3.021,34541,35305,0.003
GMEB2,no,2.926,3.033,33510,35435,0.052
GMFB,no,9.612,6.505,110087,76014,-0.563
GMPS,no,13.862,14.233,158759,166310,0.038
GNA11,no,4.774,4.719,54674,55138,-0.017
GNAI1,no,2.02,1.894,23135,22136,-0.093
GNAI2,no,12.549,12.454,143725,145521,-0.011
GNAO1,no,0.772,0.518,8838,6058,-0.574
GNAQ,no,5.861,5.107,67128,59669,-0.199
GNAT3,no,0.05,0.012,568,137,-2.081
GNB1L,no,0.179,0.273,2055,3188,0.605
GNB3,no,0.139,0.2,1590,2336,0.526
GNL2,no,5.615,4.726,64307,55217,-0.249
GNPAT,no,5.317,5.516,60892,64457,0.053
GNRH1,no,0.595,0.918,6817,10730,0.626
GNRHR,no,0.057,0.009,651,110,-2.594
GNS,no,12.434,13.58,142411,158673,0.127
GOLGA2,no,12.373,12.141,141707,141863,-0.027
GOLPH3,no,29.636,23.976,339415,280152,-0.306
GORAB,no,3.429,4.352,39270,50848,0.344
GOT1,no,8.817,8.966,100977,104760,0.024
GP1BA,no,0.053,0.024,602,285,-1.108
GP5,no,0.032,,370,0,
GP6,no,0.04,0.031,457,366,-0.349
GPATCH11,no,1.401,1.24,16042,14491,-0.176
GPBP1,no,11.164,10.584,127863,123666,-0.077
GPBP1L1,no,19.329,18.213,221379,212816,-0.086
GPER1,no,0.05,0.051,573,593,0.021
GPHN,no,5.353,4.172,61310,48748,-0.36
GPN1,no,7.412,6.981,84889,81572,-0.086
GPN2,no,2.048,1.809,23452,21132,-0.179
GPR1,no,0.036,0.011,418,132,-1.692
GPR101,no,0.014,,160,0,
GPR12,no,0.072,0.014,821,167,-2.326
GPR135,no,0.423,0.401,4842,4686,-0.076
GPR137,no,1.58,1.654,18098,19322,0.066
GPR139,no,0.022,,251,0,
GPR149,no,0.138,0.121,1586,1419,-0.189
GPR158,no,0.067,0.033,767,386,-1.02
GPR162,no,0.356,0.596,4076,6960,0.743
GPR17,no,0.02,,229,0,
GPR174,no,0.133,0.277,1519,3241,1.064
GPR22,no,0.055,0.009,634,101,-2.679
GPR26,no,0.015,,173,0,
GPR3,no,0.121,0.032,1387,371,-1.931
GPR34,no,2.126,2.615,24347,30552,0.299
GPR37,no,0.302,0.169,3464,1972,-0.842
GPR37L1,no,0.083,0.036,954,415,-1.23
GPR39,no,2.413,2.023,27641,23641,-0.254
GPR4,no,0.854,0.438,9776,5120,-0.962
GPR55,no,0.028,0.011,325,126,-1.396
GPR63,no,1.044,0.872,11955,10185,-0.26
GPR83,no,0.022,0.023,251,270,0.076
GPR85,no,0.059,0.027,673,312,-1.138
GPR88,no,0.11,0.042,1262,488,-1.4
GPRASP1,no,2.057,2.895,23556,33828,0.493
GPRASP2,no,1.625,1.662,18611,19425,0.033
GPRC5B,no,14.791,13.581,169396,158695,-0.123
GPRC5C,no,6.939,7.559,79473,88325,0.123
GPRIN2,no,1.792,2.222,20524,25966,0.31
GPT,no,1.503,2.11,17218,24655,0.489
GRAMD1A,no,20.845,25.421,238741,297038,0.286
GRAMD2B,no,1.633,1.632,18708,19070,-0.001
GRB2,no,10.544,10.031,120762,117211,-0.072
GREB1L,no,0.042,0.04,477,472,-0.044
GREM1,no,1.086,0.402,12433,4697,-1.433
GREM2,no,0.156,0.075,1784,871,-1.063
GRHL2,no,9.386,10.716,107501,125214,0.191
GRIA1,no,0.023,0.018,262,214,-0.321
GRIA2,no,0.297,0.206,3396,2410,-0.524
GRID1,no,0.291,0.206,3337,2411,-0.498
GRIK3,no,0.311,0.103,3557,1204,-1.592
GRIK4,no,0.025,0.018,289,208,-0.503
GRIK5,no,0.739,0.712,8469,8320,-0.055
GRIN1,no,0.057,0.071,657,831,0.31
GRIN2B,no,0.021,,238,0,
GRIN2C,no,0.03,0.016,345,185,-0.928
GRIN2D,no,0.079,0.083,908,964,0.057
GRK2,no,10.422,12.279,119362,143482,0.237
GRK5,no,1.032,1.231,11821,14380,0.254
GRM1,no,0.025,0.009,286,107,-1.447
GRM2,no,0.042,0.022,482,261,-0.914
GRM3,no,0.025,,291,0,
GRM4,no,0.202,0.169,2310,1971,-0.258
GRM5,no,0.107,0.024,1227,280,-2.161
GRM7,no,0.052,0.022,593,262,-1.207
GRN,no,12.503,14.058,143198,164261,0.169
GRP,no,0.035,0.019,399,224,-0.862
GRPR,no,9.731,12.186,111452,142389,0.325
GRWD1,no,3.352,3.253,38395,38010,-0.043
GSDMB,no,1.214,2.443,13899,28549,1.01
GSDMC,no,0.045,0.013,513,154,-1.765
GSE1,no,9.333,9.615,106889,112350,0.043
GSK3A,no,10.769,9.767,123340,114121,-0.141
GSK3B,no,4.448,4.135,50945,48316,-0.105
GSR,no,19.509,19.18,223437,224109,-0.025
GSS,no,3.757,3.087,43025,36069,-0.283
GSTM1,no,0.943,4.705,10802,54980,2.319
GSTM3,no,9.652,9.66,110545,112878,0.001
GSTO1,no,14.621,16.509,167450,192907,0.175
GSTZ1,no,4.27,3.761,48900,43949,-0.183
GSX2,no,0.021,,241,0,
GTF2A1L,no,0.03,0.028,348,333,-0.092
GTF2I,no,29.116,29.909,333462,349473,0.039
GTF3C1,no,8.659,7.551,99166,88234,-0.197
GTPBP1,no,8.053,9.585,92229,111997,0.251
GTPBP10,no,2.881,2.393,32997,27966,-0.268
GTPBP4,no,10.703,9.25,122580,108079,-0.211
GUCA1A,yes,0.021,,244,0,
GUCY1A2,no,3.023,4.217,34621,49280,0.48
GUCY2C,no,0.069,0.013,793,153,-2.403
GUCY2D,yes,0.012,,133,0,
GUSB,no,17.173,22.174,196682,259095,0.369
GXYLT2,no,4.662,4.652,53399,54358,-0.003
GYG2,no,1.575,1.213,18037,14177,-0.376
GYPA,no,0.055,0.009,627,109,-2.553
GYPB,no,0.099,0.013,1132,156,-2.888
GYS1,no,3.983,5.17,45613,60409,0.376
GZMA,no,0.173,0.385,1978,4498,1.156
GZMB,no,0.058,0.217,663,2533,1.905
GZMH,no,0.122,0.285,1401,3331,1.221
GZMK,no,0.106,0.117,1219,1370,0.14
H19,no,13.454,16.934,154089,197874,0.332
H2AFX,no,4.326,4.586,49543,53584,0.084
H3F3B,no,46.67,39.591,534510,462606,-0.237
HABP2,no,6.43,5.647,73646,65978,-0.188
HADHA,no,33.219,25.701,380455,300304,-0.37
HADHB,no,19.568,18.543,224115,216672,-0.078
HAMP,no,3.956,1.897,45306,22163,-1.06
HAP1,no,0.163,0.159,1862,1861,-0.03
HAS2,no,0.518,0.363,5933,4237,-0.515
HAVCR1,no,0.059,0.021,674,249,-1.466
HAVCR2,no,0.903,1.018,10347,11891,0.172
HAX1,no,10.048,10.358,115080,121025,0.044
HBEGF,no,1.143,1.917,13092,22398,0.746
HBG1,no,0.032,,362,0,
HBS1L,no,6.166,5.469,70618,63898,-0.173
HBZ,no,0.028,0.01,319,119,-1.451
HCAR2,no,0.053,0.018,612,212,-1.558
HCAR3,no,0.031,0.021,360,242,-0.602
HCFC1,no,8.407,9.578,96284,111919,0.188
HCK,no,1.351,1.907,15473,22278,0.497
HCN2,yes,0.181,0.16,2075,1872,-0.177
HCN3,no,0.574,0.666,6575,7777,0.213
HCN4,yes,0.127,0.068,1454,798,-0.894
HCRT,no,0.037,0.019,424,219,-0.982
HCRTR1,no,0.021,,242,0,
HCRTR2,no,0.039,,449,0,
HDAC1,no,12.786,15.627,146438,182594,0.289
HDAC10,no,1.637,2.738,18751,31989,0.742
HDAC2,no,14.86,13.099,170186,153060,-0.182
HDAC3,no,8.788,7.708,100643,90063,-0.189
HDAC4,no,1.786,1.494,20454,17462,-0.257
HDAC5,no,1.369,1.803,15684,21070,0.397
HDAC6,no,6.7,7.992,76736,93387,0.254
HDAC8,no,3.028,2.795,34684,32664,-0.115
HDAC9,no,1.088,1.228,12463,14345,0.174
HDC,no,0.064,0.092,729,1080,0.538
HEATR3,no,5.028,4.562,57582,53309,-0.14
HEATR5A,no,1.47,1.625,16834,18987,0.145
HEATR5B,no,6.113,6.766,70007,79054,0.146
HEATR6,no,2.434,3.118,27879,36429,0.357
HECA,no,11.098,8.705,127110,101714,-0.35
HECTD4,no,8.233,9.524,94295,111283,0.21
HELLS,no,0.719,0.796,8238,9301,0.146
HEPACAM,no,0.043,0.026,493,301,-0.741
HERC2,no,9.675,9.937,110812,116107,0.038
HERC6,no,1.522,1.646,17434,19237,0.113
HES1,no,9.237,7.275,105790,85001,-0.345
HES4,no,0.953,1.054,10918,12315,0.145
HES6,no,2.916,2.723,33400,31823,-0.099
HESX1,no,0.444,0.451,5083,5273,0.024
HEXA,no,8.239,8.886,94363,103835,0.109
HEXB,no,19.526,16.191,223634,189184,-0.27
HEXIM1,no,4.323,4.162,49516,48633,-0.055
HEY1,no,0.515,0.554,5896,6473,0.106
HFE,no,1.879,1.986,21516,23206,0.08
HGF,no,1.036,1.258,11870,14699,0.279
HGH1,no,2.226,2.548,25499,29770,0.195
HGS,no,3.307,4.092,37874,47817,0.307
HHEX,no,5.171,4.815,59224,56258,-0.103
HHLA2,no,0.97,0.279,11108,3257,-1.799
HIF1A,no,25.784,19.186,295302,224186,-0.426
HIPK2,no,23.242,20.257,266188,236692,-0.198
HIPK3,no,24.072,20.741,275696,242348,-0.215
HIVEP2,no,4.27,3.156,48904,36878,-0.436
HK1,no,5.106,6.115,58477,71456,0.26
HK2,no,0.796,1.377,9112,16091,0.792
HLX,no,1.969,1.932,22549,22572,-0.027
HMCN1,no,0.221,0.164,2530,1917,-0.429
HMGA1,no,5.065,4.995,58009,58364,-0.02
HMGA2,no,0.438,0.291,5022,3405,-0.59
HMGB2,no,0.558,0.318,6396,3717,-0.812
HMGB3,no,1.934,1.249,22151,14597,-0.631
HMGCR,no,9.26,5.104,106059,59636,-0.86
HMGN3,no,8.071,4.993,92441,58339,-0.693
HMGN5,no,1.676,1.005,19196,11747,-0.737
HMMR,no,0.321,0.185,3681,2163,-0.796
HMOX1,no,1.145,1.238,13114,14463,0.112
HMX2,no,0.043,0.012,496,139,-1.864
HNF1A,no,1.966,2.325,22514,27165,0.242
HNF1B,no,11.215,17.919,128449,209380,0.676
HNF4A,no,4.8,5.17,54972,60407,0.107
HNMT,no,7.851,8.955,89913,104634,0.19
HNRNPA1L2,no,48.535,53.922,555871,630060,0.152
HNRNPD,no,39.813,37.74,455980,440977,-0.077
HNRNPF,no,24.887,24.611,285035,287570,-0.016
HNRNPH1,no,45.215,54.76,517849,639857,0.276
HNRNPLL,no,6.849,8.417,78442,98349,0.297
HNRNPM,no,30.733,30.859,351978,360584,0.006
HNRNPUL1,no,25.009,27.217,286424,318019,0.122
HOOK3,no,4.951,4.854,56702,56713,-0.029
HOPX,no,0.522,0.195,5977,2284,-1.417
HOTAIR,no,0.038,,431,0,
HOXA10,no,0.028,0.02,323,233,-0.5
HOXA11,no,0.052,,592,0,
HOXA13,no,0.035,,396,0,
HOXA5,no,0.406,0.411,4654,4801,0.016
HOXA9,no,0.035,0.039,404,453,0.136
HOXB13,no,0.03,,348,0,
HOXB4,no,0.939,1.509,10755,17636,0.685
HOXB5,no,0.187,0.208,2147,2428,0.149
HOXB6,no,0.579,0.861,6629,10058,0.573
HOXB7,no,37.746,13.268,432299,155032,-1.508
HOXB9,no,0.028,0.019,320,223,-0.55
HOXC11,no,0.021,,238,0,
HOXC13,no,0.019,,213,0,
HOXD10,no,0.056,0.013,647,148,-2.157
HOXD9,no,0.078,0.135,898,1580,0.786
HPCA,no,0.248,0.116,2840,1353,-1.099
HPCAL1,no,11.421,11.381,130804,132988,-0.005
HPD,no,0.708,0.51,8108,5962,-0.472
HPGD,no,0.212,0.153,2432,1789,-0.472
HPGDS,no,0.362,0.298,4150,3479,-0.283
HPRT1,no,4.546,5.309,52062,62030,0.224
HPS5,no,2.853,2.887,32673,33736,0.017
HPSE,no,0.509,0.598,5834,6988,0.231
HPSE2,no,0.085,0.022,972,260,-1.931
HRAS,no,3.894,4.039,44603,47189,0.052
HRH1,no,0.234,0.31,2675,3623,0.409
HRH2,no,0.389,0.322,4460,3766,-0.273
HRH3,no,0.02,,232,0,
HRH4,no,0.051,0.021,586,250,-1.258
HS3ST2,no,0.068,0.021,780,245,-1.7
HS3ST3A1,no,0.088,0.031,1012,357,-1.532
HS3ST5,no,0.056,0.016,647,188,-1.812
HS6ST2,no,3.332,1.29,38162,15073,-1.369
HSD11B1,no,0.148,0.179,1693,2088,0.274
HSD11B2,no,0.639,0.626,7318,7314,-0.03
HSD17B1,no,0.401,0.453,4591,5297,0.177
HSD17B10,no,7.287,6.893,83460,80539,-0.08
HSD17B2,no,8.707,12.389,99726,144759,0.509
HSD17B6,no,0.038,0.016,438,183,-1.288
HSD3B1,no,0.015,,172,0,
HSDL1,no,1.918,1.946,21966,22738,0.021
HSF1,no,15.931,18.765,182452,219263,0.236
HSF4,no,6.471,6.913,74108,80779,0.095
HSPA1L,no,0.331,0.361,3786,4214,0.126
HSPA2,no,2.694,2.337,30855,27313,-0.205
HSPA4,no,10.279,8.987,117722,105008,-0.194
HSPA6,no,0.55,0.961,6304,11226,0.804
HSPA8,no,70.479,61.871,807194,722951,-0.188
HSPA9,no,30.042,24.573,344065,287133,-0.29
HSPB11,no,4.024,3.844,46089,44920,-0.066
HSPB3,no,0.092,0.012,1055,135,-2.995
HSPB8,no,6.91,3.368,79137,39355,-1.037
HSPBP1,no,1.188,1,13610,11687,-0.249
HSPD1,no,36.856,35.731,422107,417503,-0.045
HSPG2,no,12.999,15.664,148881,183033,0.269
HTATIP2,no,3.792,4.286,43425,50077,0.177
HTR1A,no,0.013,,146,0,
HTR1B,no,0.033,0.018,379,205,-0.915
HTR1D,no,0.045,0.011,518,125,-2.08
HTR1E,no,0.025,,285,0,
HTR2A,no,0.069,0.014,790,169,-2.254
HTR2B,no,0.12,0.095,1372,1105,-0.341
HTR2C,no,0.021,,240,0,
HTR3A,no,2.657,2.559,30435,29898,-0.055
HTR4,no,0.132,0.046,1511,533,-1.532
HTR5A,no,0.045,0.01,517,112,-2.236
HTR6,no,0.017,,193,0,
HTR7,no,0.22,0.397,2517,4638,0.853
HTRA1,no,6.655,7.048,76223,82352,0.083
HTRA2,no,0.918,1.071,10518,12515,0.222
HTT,no,8.504,9.597,97394,112136,0.174
HUWE1,no,14.451,15.141,165501,176915,0.067
HYOU1,no,30.078,28.907,344481,337771,-0.057
IARS2,no,11.199,10.506,128263,122757,-0.092
ICA1,no,10.933,10.403,125214,121553,-0.072
ICAM1,no,3.492,3.187,39994,37245,-0.132
ICAM2,no,1.278,1.69,14642,19752,0.403
ICAM3,no,0.934,1.13,10698,13209,0.275
ICAM4,no,0.144,0.068,1646,799,-1.072
ICAM5,no,0.032,0.032,365,375,0.01
ICOS,no,0.041,0.036,464,426,-0.152
ICOSLG,no,1.006,1.235,11518,14426,0.296
ID4,no,1.134,0.682,12985,7967,-0.734
IDE,no,3.598,2.811,41210,32846,-0.356
IDH1,no,4.745,4.191,54348,48968,-0.179
IDH2,no,22.849,20.881,261684,243988,-0.13
IDO1,no,0.041,0.039,469,458,-0.063
IDUA,no,4.929,8.156,56451,95298,0.727
IFI16,no,3.383,4.332,38747,50614,0.357
IFI35,no,3.259,2.762,37329,32274,-0.239
IFI44L,no,0.499,0.392,5714,4575,-0.35
IFIH1,no,2.695,2.047,30861,23917,-0.397
IFIT1,no,0.798,1.033,9144,12069,0.372
IFIT2,no,1.24,1.499,14202,17518,0.274
IFIT3,no,2.5,2.524,28635,29490,0.014
IFITM1,no,1.988,3.436,22770,40144,0.789
IFNA1,no,0.061,0.01,699,118,-2.595
IFNA17,no,0.076,0.012,876,146,-2.614
IFNA2,no,0.09,0.018,1030,216,-2.282
IFNA7,no,0.063,0.012,725,146,-2.341
IFNA8,no,0.087,0.013,992,149,-2.764
IFNAR1,no,24.095,20.931,275955,244572,-0.203
IFNAR2,no,4.256,4.007,48740,46824,-0.087
IFNB1,no,0.037,,429,0,
IFNG,no,0.062,0.022,705,255,-1.496
IFNGR1,no,10.424,12.924,119388,151017,0.31
IFNGR2,no,7.387,6.266,84604,73213,-0.238
IFNL1,no,0.014,,157,0,
IFNL2,no,0.024,0.011,271,124,-1.157
IFNL3,no,0.025,0.012,286,136,-1.101
IFNW1,no,0.063,0.01,725,122,-2.6
IFRD1,no,8.964,9.728,102661,113673,0.118
IFT57,no,10.303,7.373,118003,86151,-0.483
IGBP1,no,21.72,20.04,248754,234161,-0.116
IGF1,no,2.35,0.766,26912,8945,-1.618
IGF1R,no,10.202,10.651,116843,124455,0.062
IGF2,no,0.449,1.223,5142,14292,1.446
IGF2BP1,no,0.015,,175,0,
IGF2BP2,no,4.724,5.831,54100,68136,0.304
IGF2BP3,no,0.465,0.537,5329,6274,0.207
IGF2R,no,18.039,19.057,206599,222671,0.079
IGFBP1,no,0.01,,116,0,
IGFBP2,no,26.323,28.933,301480,338079,0.136
IGFN1,no,2.397,4.639,27448,54202,0.953
IGHE,no,0.011,,121,0,
IGSF1,no,0.411,0.165,4711,1928,-1.318
IGSF3,no,1.765,1.545,20219,18048,-0.193
IGSF8,no,2.787,3.202,31919,37420,0.2
IGSF9B,no,0.979,1.104,11215,12899,0.173
IHH,no,0.02,,231,0,
IKBKB,no,7.38,9.27,84528,108313,0.329
IKBKE,no,1.244,2.256,14253,26360,0.858
IKBKG,no,3.475,3.987,39802,46583,0.198
IKZF1,no,1.121,1.479,12839,17286,0.4
IKZF2,no,1.123,1.193,12867,13945,0.087
IKZF3,no,0.187,0.43,2137,5021,1.203
IKZF4,no,0.911,0.947,10438,11066,0.055
IL10,no,0.127,0.069,1455,811,-0.872
IL10RA,no,1.605,2.658,18381,31058,0.728
IL10RB,no,4.974,5.386,56962,62933,0.115
IL11,no,0.2,0.054,2285,630,-1.888
IL11RA,no,1.584,2.174,18137,25407,0.457
IL12A,no,0.361,0.231,4133,2694,-0.646
IL12B,no,0.05,,571,0,
IL12RB1,no,0.125,0.183,1431,2142,0.553
IL12RB2,no,1.747,1.496,20010,17480,-0.224
IL13,no,0.222,0.067,2538,780,-1.731
IL13RA1,no,12.942,13.914,148220,162581,0.105
IL13RA2,no,0.162,0.108,1860,1266,-0.584
IL15,no,1.094,1.048,12533,12244,-0.063
IL15RA,no,2.139,2.023,24502,23640,-0.081
IL16,no,1.078,2.041,12344,23853,0.921
IL17A,no,0.065,0.012,739,145,-2.378
IL17B,no,0.017,,194,0,
IL17D,no,0.247,0.174,2833,2035,-0.506
IL17F,no,0.022,,254,0,
IL17RA,no,3.551,4.276,40675,49965,0.268
IL17RB,no,2.177,2.506,24935,29282,0.203
IL18,no,1.034,1.329,11844,15524,0.361
IL18BP,no,0.65,1.24,7450,14488,0.931
IL18R1,no,0.512,0.345,5860,4034,-0.568
IL18RAP,no,0.074,0.051,848,594,-0.543
IL19,no,0.026,,295,0,
IL1A,no,0.063,0.024,726,276,-1.424
IL1B,no,0.2,0.231,2296,2697,0.203
IL1F10,no,0.017,,191,0,
IL1R1,no,14.547,9.401,166602,109852,-0.63
IL1RAP,no,1.317,1.31,15079,15312,-0.007
IL1RL1,no,1.634,0.204,18718,2389,-2.999
IL1RL2,no,0.292,0.118,3348,1375,-1.313
IL1RN,no,0.128,0.116,1466,1354,-0.144
IL2,no,0.039,,442,0,
IL20,no,0.046,,525,0,
IL21,no,0.057,0.009,652,101,-2.719
IL21R,no,0.041,0.11,473,1287,1.415
IL22,no,0.072,0.01,819,118,-2.824
IL22RA1,no,11.607,17.204,132936,201028,0.568
IL23A,no,0.059,0.06,674,699,0.024
IL23R,no,0.066,0.027,751,321,-1.255
IL24,no,0.088,0.019,1003,225,-2.185
IL25,no,0.028,,326,0,
IL26,no,0.084,0.014,958,164,-2.575
IL2RA,no,0.192,0.035,2201,405,-2.471
IL2RB,no,0.076,0.19,868,2215,1.323
IL2RG,no,0.277,0.597,3171,6978,1.109
IL3,no,0.025,,281,0,
IL31,no,0.046,0.009,523,100,-2.416
IL33,no,0.752,0.681,8609,7961,-0.142
IL34,no,0.252,0.583,2884,6811,1.211
IL36G,no,0.039,,446,0,
IL37,no,0.023,,268,0,
IL3RA,no,0.876,1.149,10030,13420,0.391
IL4,no,0.034,0.012,389,137,-1.534
IL4R,no,4.058,3.708,46475,43324,-0.13
IL5,no,0.046,,532,0,
IL5RA,no,0.136,0.042,1552,491,-1.689
IL6,no,0.419,0.217,4797,2534,-0.95
IL6R,no,2.653,2.937,30386,34319,0.147
IL6ST,no,29.643,22.846,339503,266946,-0.376
IL7,no,0.877,0.301,10043,3519,-1.542
IL9,no,0.026,,294,0,
IL9R,no,0.051,0.047,583,549,-0.116
ILDR2,no,0.192,0.084,2196,985,-1.186
ILF3,no,22.111,24.141,253239,282076,0.127
ILK,no,12.062,13.357,138144,156071,0.147
IMMT,no,9.874,9.597,113091,112135,-0.041
IMPDH1,no,6.698,6.847,76711,80004,0.032
IMPDH2,no,41.181,34.871,471649,407462,-0.24
IMPG1,yes,0.037,,420,0,
INA,no,0.833,0.32,9542,3734,-1.382
INCA1,no,0.129,0.118,1478,1382,-0.126
ING1,no,7.173,6.409,82157,74888,-0.163
INHA,no,0.243,0.283,2788,3308,0.218
INHBA,no,0.255,0.167,2915,1953,-0.607
INHBB,no,1.79,2.391,20497,27943,0.418
INKA2,no,0.569,0.329,6512,3840,-0.791
INMT,no,2.711,1.491,31049,17424,-0.862
INO80D,no,6.381,7.273,73081,84986,0.189
INPP4B,no,1.535,1.005,17584,11748,-0.611
INPP5D,no,0.804,1.861,9207,21750,1.211
INPPL1,no,14.524,18.626,166343,217635,0.359
INSC,no,0.38,0.325,4356,3797,-0.227
INSL3,no,0.022,0.025,255,296,0.186
INSL4,no,0.05,,575,0,
INSM1,no,0.389,0.235,4454,2744,-0.728
INSR,no,27.543,34.363,315452,401520,0.319
INSRR,no,0.059,0.031,679,360,-0.944
INVS,no,4.084,4.657,46770,54414,0.189
IPO11,no,4.173,4.263,47795,49811,0.031
IPO5,no,25.893,23.958,296554,279939,-0.112
IPO7,no,27.575,23.39,315815,273311,-0.237
IPO9,no,7.887,8.373,90335,97834,0.086
IPP,no,3.076,3.32,35228,38793,0.11
IQGAP1,no,14.685,16.393,168189,191552,0.159
IQGAP2,no,13.798,11.901,158028,139064,-0.213
IQSEC1,no,5.427,6.232,62159,72825,0.2
IRAK1,no,25.893,21.945,296553,256424,-0.239
IRAK2,no,1.196,1.017,13700,11883,-0.234
IRAK4,no,4.909,5.676,56221,66321,0.209
IRF1,no,8.716,6.71,99826,78402,-0.377
IRF2BP1,no,4.247,5.508,48645,64359,0.375
IRF2BPL,no,11.51,9.287,131826,108519,-0.31
IRF3,no,5.663,7.684,64857,89789,0.44
IRF4,no,0.075,0.207,860,2422,1.465
IRF5,no,1.124,1.752,12878,20469,0.64
IRF7,no,0.991,0.876,11346,10237,-0.177
IRF8,no,0.3,0.713,3433,8331,1.25
IRGM,no,0.032,0.012,364,143,-1.377
IRGQ,no,5.991,5.056,68609,59083,-0.245
IRS1,no,5.307,6.072,60779,70949,0.194
IRS2,no,3.409,5.046,39043,58963,0.566
IRS4,no,0.035,0.032,400,378,-0.111
IRX1,no,0.277,0.731,3176,8546,1.399
ISL1,no,0.659,0.604,7546,7062,-0.125
ISOC2,no,4.772,4.455,54659,52060,-0.099
ITCH,no,14.99,14.219,171678,166149,-0.076
ITGA1,no,1.051,1.251,12037,14615,0.251
ITGA2,no,2.525,2.233,28924,26096,-0.177
ITGA2B,no,0.037,0.052,429,603,0.462
ITGA3,no,8.336,9.495,95475,110949,0.188
ITGA4,no,1.285,2.169,14719,25349,0.755
ITGA5,no,3.693,3.113,42298,36375,-0.247
ITGA6,no,17.45,14.755,199856,172409,-0.242
ITGAD,no,0.052,0.04,601,462,-0.408
ITGAE,no,0.06,0.111,682,1294,0.895
ITGAL,no,0.621,2.107,7113,24625,1.763
ITGAM,no,1.411,1.928,16156,22529,0.451
ITGAV,no,7.177,5.973,82199,69797,-0.265
ITGAX,no,0.917,2.122,10499,24791,1.211
ITGB1BP2,no,0.419,0.358,4797,4183,-0.226
ITGB2,no,4.874,6.89,55817,80511,0.5
ITGB3,no,0.71,0.636,8132,7431,-0.159
ITGB4,no,3.596,5.705,41187,66665,0.666
ITGB5,no,6.12,5.769,70095,67411,-0.085
ITGB6,no,3.201,2.521,36660,29454,-0.345
ITGB7,no,0.169,0.284,1930,3322,0.755
ITIH1,yes,0.059,0.035,675,412,-0.741
ITIH5,no,3.686,3.803,42219,44436,0.045
ITK,no,0.08,0.154,911,1803,0.956
ITM2A,no,3.408,2.008,39026,23462,-0.763
ITPKA,no,0.181,0.182,2071,2121,0.006
ITPR1,no,1.418,1.182,16241,13811,-0.263
ITPR3,no,7.175,11.43,82178,133554,0.672
ITPRID2,no,39.129,32.96,448137,385125,-0.248
IVNS1ABP,no,8.252,8.406,94508,98216,0.027
JAG1,yes,6.925,8.023,79313,93744,0.212
JAK1,no,10.6,11.872,121398,138716,0.163
JAK2,no,2.05,2.653,23475,30998,0.372
JAK3,no,0.946,1.802,10834,21059,0.93
JAM2,no,0.767,1.205,8781,14084,0.653
JAM3,no,1.702,1.26,19498,14717,-0.435
JAZF1,no,2.779,2.23,31828,26056,-0.318
JDP2,no,6.998,6.558,80146,76631,-0.094
JMJD4,no,1.787,2.222,20461,25965,0.315
JPH1,no,3.306,3.273,37860,38242,-0.014
JPH2,no,0.107,0.06,1225,702,-0.832
JPT2,no,11.702,9.02,134024,105392,-0.376
JRK,no,1.361,1.391,15592,16259,0.032
JUP,no,3.288,3.262,37654,38114,-0.011
KANK2,no,4.465,5.876,51142,68663,0.396
KAT2A,no,7.096,8.876,81274,103710,0.323
KAT2B,no,6.618,6.494,75797,75875,-0.027
KAT5,no,4.929,5.024,56449,58700,0.028
KATNA1,no,2.18,2.319,24966,27098,0.089
KCNA3,no,0.303,0.332,3470,3885,0.134
KCNA4,no,0.042,0.009,477,101,-2.269
KCNA5,no,0.527,0.303,6036,3546,-0.796
KCNAB3,no,0.3,0.432,3435,5053,0.528
KCNB1,no,0.132,0.08,1508,935,-0.719
KCNC1,no,0.157,0.147,1802,1719,-0.097
KCNC3,no,3.397,3.096,38905,36173,-0.134
KCNC4,no,3.547,4.923,40629,57520,0.473
KCNE1,no,0.033,0.015,383,172,-1.184
KCNF1,no,0.396,0.107,4534,1247,-1.891
KCNH1,no,0.232,0.075,2656,871,-1.637
KCNH2,yes,0.28,0.176,3205,2062,-0.665
KCNH3,no,0.165,0.201,1889,2348,0.285
KCNH4,no,0.037,0.024,426,282,-0.624
KCNH5,no,0.015,0.009,169,104,-0.729
KCNH6,no,0.199,0.185,2279,2160,-0.106
KCNIP2,no,0.773,0.931,8856,10882,0.268
KCNJ1,yes,0.047,0.018,533,210,-1.373
KCNJ10,no,0.057,0.022,658,258,-1.38
KCNJ11,no,1.585,0.987,18151,11533,-0.683
KCNJ12,no,0.106,0.126,1213,1473,0.251
KCNJ13,no,0.04,,463,0,
KCNJ15,no,5.832,7.055,66789,82440,0.275
KCNJ16,no,4.115,3.782,47134,44193,-0.122
KCNJ2,no,0.425,0.411,4866,4799,-0.049
